Unnamed: 0,Date,AveragePrice,TotalVolume,type,year,region,season
48,1/25/15,0.77,983910.94,conventional,2015,Chicken Broth,Winter
49,1/18/15,0.77,1017854.16,conventional,2015,Chicken Broth,Winter
50,1/11/15,0.78,1062071.65,conventional,2015,Chicken Broth,Winter
51,1/4/15,0.71,1062990.62,conventional,2015,Chicken Broth,Winter
0,12/27/15,0.8,2326942.14,conventional,2015,Squab Chicken,Winter
1,12/20/15,0.85,2149872.45,conventional,2015,Squab Chicken,Winter
2,12/13/15,0.74,2690296.07,conventional,2015,Squab Chicken,Winter
3,12/6/15,0.66,3048290.53,conventional,2015,Squab Chicken,Winter
4,11/29/15,0.83,2156008.93,conventional,2015,Squab Chicken,Winter
5,11/22/15,0.81,2268076.38,conventional,2015,Squab Chicken,Winter
6,11/15/15,0.74,2828361.9,conventional,2015,Squab Chicken,Winter
7,11/8/15,0.84,2621078.31,conventional,2015,Squab Chicken,Winter
8,11/1/15,0.89,2617806.65,conventional,2015,Squab Chicken,Winter
9,10/25/15,0.95,2327634.45,conventional,2015,Squab Chicken,Autumn
10,10/18/15,0.89,2661345.12,conventional,2015,Squab Chicken,Autumn
11,10/11/15,0.92,2591981.76,conventional,2015,Squab Chicken,Autumn
12,10/4/15,0.98,2278629.09,conventional,2015,Squab Chicken,Autumn
13,9/27/15,0.9,2674658.54,conventional,2015,Squab Chicken,Autumn
14,9/20/15,0.99,2392448.9,conventional,2015,Squab Chicken,Autumn
15,9/13/15,0.98,2549512.5,conventional,2015,Squab Chicken,Autumn
16,9/6/15,0.92,2983163.34,conventional,2015,Squab Chicken,Autumn
17,8/30/15,0.9,3037663.98,conventional,2015,Squab Chicken,Autumn
18,8/23/15,1.03,2604991.25,conventional,2015,Squab Chicken,Autumn
19,8/16/15,0.93,2943218.77,conventional,2015,Squab Chicken,Autumn
20,8/9/15,0.94,3371114.14,conventional,2015,Squab Chicken,Autumn
21,8/2/15,1.0,2742211.46,conventional,2015,Squab Chicken,Autumn
22,7/26/15,0.95,2893887.74,conventional,2015,Squab Chicken,Summer
23,7/19/15,1.02,2614726.11,conventional,2015,Squab Chicken,Summer
24,7/12/15,1.03,2652480.7,conventional,2015,Squab Chicken,Summer
25,7/5/15,0.96,3435374.51,conventional,2015,Squab Chicken,Summer
26,6/28/15,0.94,2921148.91,conventional,2015,Squab Chicken,Summer
27,6/21/15,0.91,3040023.34,conventional,2015,Squab Chicken,Summer
28,6/14/15,0.79,3689140.93,conventional,2015,Squab Chicken,Summer
29,6/7/15,0.84,3261844.41,conventional,2015,Squab Chicken,Summer
30,5/31/15,0.85,3196936.02,conventional,2015,Squab Chicken,Summer
31,5/24/15,0.97,2853904.6,conventional,2015,Squab Chicken,Summer
32,5/17/15,0.98,2557700.83,conventional,2015,Squab Chicken,Summer
33,5/10/15,0.78,3553642.53,conventional,2015,Squab Chicken,Summer
34,5/3/15,0.78,4015563.02,conventional,2015,Squab Chicken,Summer
35,4/26/15,1.02,2355703.98,conventional,2015,Squab Chicken,Spring
36,4/19/15,0.93,2901188.07,conventional,2015,Squab Chicken,Spring
37,4/12/15,0.93,2799667.4,conventional,2015,Squab Chicken,Spring
38,4/5/15,1.01,2603114.56,conventional,2015,Squab Chicken,Spring
39,3/29/15,1.0,2566690.28,conventional,2015,Squab Chicken,Spring
40,3/22/15,1.01,2466735.33,conventional,2015,Squab Chicken,Spring
41,3/15/15,0.94,2690257.2,conventional,2015,Squab Chicken,Spring
42,3/8/15,0.86,2797745.89,conventional,2015,Squab Chicken,Spring
43,3/1/15,0.75,3094278.93,conventional,2015,Squab Chicken,Spring
44,2/22/15,0.83,2954705.54,conventional,2015,Squab Chicken,Spring
45,2/15/15,0.83,2926435.94,conventional,2015,Squab Chicken,Spring
46,2/8/15,0.9,2641032.65,conventional,2015,Squab Chicken,Spring
47,2/1/15,0.74,4031949.04,conventional,2015,Squab Chicken,Spring
48,1/25/15,0.96,2329987.29,conventional,2015,Squab Chicken,Winter
49,1/18/15,0.89,2800679.5,conventional,2015,Squab Chicken,Winter
50,1/11/15,0.85,2713699.6,conventional,2015,Squab Chicken,Winter
51,1/4/15,0.85,2682159.95,conventional,2015,Squab Chicken,Winter
0,12/27/15,0.99,545064.74,conventional,2015,Chicken Wings,Winter
1,12/20/15,1.21,350533.71,conventional,2015,Chicken Wings,Winter
2,12/13/15,0.97,529317.46,conventional,2015,Chicken Wings,Winter
3,12/6/15,1.25,340513.61,conventional,2015,Chicken Wings,Winter
4,11/29/15,0.98,470218.14,conventional,2015,Chicken Wings,Winter
5,11/22/15,0.98,499396.26,conventional,2015,Chicken Wings,Winter
6,11/15/15,1.22,368996.48,conventional,2015,Chicken Wings,Winter
7,11/8/15,1.22,329065.04,conventional,2015,Chicken Wings,Winter
8,11/1/15,0.98,566030.64,conventional,2015,Chicken Wings,Winter
9,10/25/15,1.25,307072.85,conventional,2015,Chicken Wings,Autumn
10,10/18/15,1.24,333933.98,conventional,2015,Chicken Wings,Autumn
11,10/11/15,1.0,538384.22,conventional,2015,Chicken Wings,Autumn
12,10/4/15,0.99,570367.24,conventional,2015,Chicken Wings,Autumn
13,9/27/15,1.31,318048.12,conventional,2015,Chicken Wings,Autumn
14,9/20/15,0.98,559818.31,conventional,2015,Chicken Wings,Autumn
15,9/13/15,1.26,331077.9,conventional,2015,Chicken Wings,Autumn
16,9/6/15,0.98,637326.79,conventional,2015,Chicken Wings,Autumn
17,8/30/15,1.24,362232.28,conventional,2015,Chicken Wings,Autumn
18,8/23/15,1.24,372525.3,conventional,2015,Chicken Wings,Autumn
19,8/16/15,1.24,360308.77,conventional,2015,Chicken Wings,Autumn
20,8/9/15,0.97,655821.9,conventional,2015,Chicken Wings,Autumn
21,8/2/15,1.22,371660.15,conventional,2015,Chicken Wings,Autumn
22,7/26/15,1.24,379954.31,conventional,2015,Chicken Wings,Summer
23,7/19/15,0.96,626841.5,conventional,2015,Chicken Wings,Summer
24,7/12/15,1.24,402706.71,conventional,2015,Chicken Wings,Summer
25,7/5/15,0.98,718152.22,conventional,2015,Chicken Wings,Summer
26,6/28/15,1.21,443970.6,conventional,2015,Chicken Wings,Summer
27,6/21/15,0.96,669409.29,conventional,2015,Chicken Wings,Summer
28,6/14/15,1.26,437896.64,conventional,2015,Chicken Wings,Summer
29,6/7/15,0.99,683877.72,conventional,2015,Chicken Wings,Summer
30,5/31/15,1.27,419158.75,conventional,2015,Chicken Wings,Summer
31,5/24/15,1.01,757305.14,conventional,2015,Chicken Wings,Summer
32,5/17/15,1.24,450603.36,conventional,2015,Chicken Wings,Summer
33,5/10/15,1.28,435547.13,conventional,2015,Chicken Wings,Summer
34,5/3/15,0.98,917424.76,conventional,2015,Chicken Wings,Summer
35,4/26/15,1.25,476017.06,conventional,2015,Chicken Wings,Spring
36,4/19/15,1.23,434025.46,conventional,2015,Chicken Wings,Spring
37,4/12/15,1.0,692569.85,conventional,2015,Chicken Wings,Spring
38,4/5/15,1.11,510738.88,conventional,2015,Chicken Wings,Spring
39,3/29/15,1.25,370065.74,conventional,2015,Chicken Wings,Spring
40,3/22/15,0.97,642934.25,conventional,2015,Chicken Wings,Spring
41,3/15/15,1.33,371716.28,conventional,2015,Chicken Wings,Spring
42,3/8/15,1.3,356311.66,conventional,2015,Chicken Wings,Spring
43,3/1/15,1.01,647014.16,conventional,2015,Chicken Wings,Spring
44,2/22/15,1.24,369819.98,conventional,2015,Chicken Wings,Spring
45,2/15/15,1.29,353520.71,conventional,2015,Chicken Wings,Spring
46,2/8/15,1.25,348210.5,conventional,2015,Chicken Wings,Spring
47,2/1/15,0.95,753300.79,conventional,2015,Chicken Wings,Spring
48,1/25/15,1.27,398055.71,conventional,2015,Chicken Wings,Winter
49,1/18/15,1.3,405138.19,conventional,2015,Chicken Wings,Winter
50,1/11/15,1.28,342796.99,conventional,2015,Chicken Wings,Winter
51,1/4/15,0.97,540234.22,conventional,2015,Chicken Wings,Winter
0,12/27/15,1.05,2065131.33,conventional,2015,Hamburger Steak,Winter
1,12/20/15,1.05,2044020.93,conventional,2015,Hamburger Steak,Winter
2,12/13/15,1.03,2193142.82,conventional,2015,Hamburger Steak,Winter
3,12/6/15,1.0,2233138.01,conventional,2015,Hamburger Steak,Winter
4,11/29/15,1.05,1845443.13,conventional,2015,Hamburger Steak,Winter
5,11/22/15,1.06,1903245.0,conventional,2015,Hamburger Steak,Winter
6,11/15/15,1.02,2355839.19,conventional,2015,Hamburger Steak,Winter
7,11/8/15,1.04,2503008.26,conventional,2015,Hamburger Steak,Winter
8,11/1/15,1.08,2511760.36,conventional,2015,Hamburger Steak,Winter
9,10/25/15,1.13,2188485.29,conventional,2015,Hamburger Steak,Autumn
10,10/18/15,1.05,2783170.15,conventional,2015,Hamburger Steak,Autumn
11,10/11/15,1.13,2329757.67,conventional,2015,Hamburger Steak,Autumn
12,10/4/15,1.18,2233935.94,conventional,2015,Hamburger Steak,Autumn
13,9/27/15,1.11,2390611.02,conventional,2015,Hamburger Steak,Autumn
14,9/20/15,1.13,2447264.74,conventional,2015,Hamburger Steak,Autumn
15,9/13/15,1.09,2814803.06,conventional,2015,Hamburger Steak,Autumn
16,9/6/15,1.08,3013825.75,conventional,2015,Hamburger Steak,Autumn
17,8/30/15,1.18,2535192.78,conventional,2015,Hamburger Steak,Autumn
18,8/23/15,1.12,2765838.1,conventional,2015,Hamburger Steak,Autumn
19,8/16/15,1.14,2823405.23,conventional,2015,Hamburger Steak,Autumn
20,8/9/15,1.15,2710710.15,conventional,2015,Hamburger Steak,Autumn
21,8/2/15,1.14,2752081.97,conventional,2015,Hamburger Steak,Autumn
22,7/26/15,1.15,2664424.22,conventional,2015,Hamburger Steak,Summer
23,7/19/15,1.14,2751192.77,conventional,2015,Hamburger Steak,Summer
24,7/12/15,1.13,2783554.82,conventional,2015,Hamburger Steak,Summer
25,7/5/15,1.13,3183419.6,conventional,2015,Hamburger Steak,Summer
26,6/28/15,1.14,2835630.41,conventional,2015,Hamburger Steak,Summer
27,6/21/15,1.13,2979417.82,conventional,2015,Hamburger Steak,Summer
28,6/14/15,1.09,3173051.42,conventional,2015,Hamburger Steak,Summer
29,6/7/15,1.14,2918298.91,conventional,2015,Hamburger Steak,Summer
30,5/31/15,1.14,3039403.06,conventional,2015,Hamburger Steak,Summer
31,5/24/15,1.14,3119050.91,conventional,2015,Hamburger Steak,Summer
32,5/17/15,1.18,2817008.33,conventional,2015,Hamburger Steak,Summer
33,5/10/15,1.17,2956859.19,conventional,2015,Hamburger Steak,Summer
34,5/3/15,1.07,3410467.52,conventional,2015,Hamburger Steak,Summer
35,4/26/15,1.2,2699614.5,conventional,2015,Hamburger Steak,Spring
36,4/19/15,1.18,2711008.32,conventional,2015,Hamburger Steak,Spring
37,4/12/15,1.13,2829416.58,conventional,2015,Hamburger Steak,Spring
38,4/5/15,1.19,2519677.31,conventional,2015,Hamburger Steak,Spring
39,3/29/15,1.18,2523110.39,conventional,2015,Hamburger Steak,Spring
40,3/22/15,1.11,2779012.66,conventional,2015,Hamburger Steak,Spring
41,3/15/15,1.19,2462108.11,conventional,2015,Hamburger Steak,Spring
42,3/8/15,1.21,2297509.11,conventional,2015,Hamburger Steak,Spring
43,3/1/15,1.14,2538981.6,conventional,2015,Hamburger Steak,Spring
44,2/22/15,1.1,2720346.71,conventional,2015,Hamburger Steak,Spring
45,2/15/15,1.17,2420829.45,conventional,2015,Hamburger Steak,Spring
46,2/8/15,1.06,2734006.98,conventional,2015,Hamburger Steak,Spring
47,2/1/15,0.99,3668037.65,conventional,2015,Hamburger Steak,Spring
48,1/25/15,1.15,2480820.72,conventional,2015,Hamburger Steak,Winter
49,1/18/15,1.19,2330829.2,conventional,2015,Hamburger Steak,Winter
50,1/11/15,1.17,2335986.11,conventional,2015,Hamburger Steak,Winter
51,1/4/15,1.1,2578275.12,conventional,2015,Hamburger Steak,Winter
0,12/27/15,1.2,3156360.2,conventional,2015,Little Neck Clams,Winter
1,12/20/15,1.2,3190120.04,conventional,2015,Little Neck Clams,Winter
2,12/13/15,1.09,3696551.52,conventional,2015,Little Neck Clams,Winter
3,12/6/15,1.14,3218494.55,conventional,2015,Little Neck Clams,Winter
4,11/29/15,1.22,2593780.51,conventional,2015,Little Neck Clams,Winter
5,11/22/15,1.16,3026217.24,conventional,2015,Little Neck Clams,Winter
6,11/15/15,1.09,3538946.22,conventional,2015,Little Neck Clams,Winter
7,11/8/15,1.1,4205775.44,conventional,2015,Little Neck Clams,Winter
8,11/1/15,1.09,4801621.08,conventional,2015,Little Neck Clams,Winter
9,10/25/15,1.15,3306614.18,conventional,2015,Little Neck Clams,Autumn
10,10/18/15,0.99,4866607.14,conventional,2015,Little Neck Clams,Autumn
11,10/11/15,1.23,3307828.65,conventional,2015,Little Neck Clams,Autumn
12,10/4/15,1.21,3585183.3,conventional,2015,Little Neck Clams,Autumn
13,9/27/15,1.13,3739072.7,conventional,2015,Little Neck Clams,Autumn
14,9/20/15,1.21,3334592.0,conventional,2015,Little Neck Clams,Autumn
15,9/13/15,1.14,4205294.58,conventional,2015,Little Neck Clams,Autumn
16,9/6/15,1.18,4088061.71,conventional,2015,Little Neck Clams,Autumn
17,8/30/15,1.2,3825966.51,conventional,2015,Little Neck Clams,Autumn
18,8/23/15,1.13,4146220.81,conventional,2015,Little Neck Clams,Autumn
19,8/16/15,1.17,4221435.38,conventional,2015,Little Neck Clams,Autumn
20,8/9/15,1.1,4786334.13,conventional,2015,Little Neck Clams,Autumn
21,8/2/15,1.19,4154658.67,conventional,2015,Little Neck Clams,Autumn
22,7/26/15,1.28,3757524.71,conventional,2015,Little Neck Clams,Summer
23,7/19/15,1.27,4169213.2,conventional,2015,Little Neck Clams,Summer
24,7/12/15,1.2,4454138.91,conventional,2015,Little Neck Clams,Summer
25,7/5/15,1.24,4855273.71,conventional,2015,Little Neck Clams,Summer
26,6/28/15,1.3,4100932.47,conventional,2015,Little Neck Clams,Summer
27,6/21/15,1.27,4508474.0,conventional,2015,Little Neck Clams,Summer
28,6/14/15,1.2,4561749.66,conventional,2015,Little Neck Clams,Summer
29,6/7/15,1.27,4721927.3,conventional,2015,Little Neck Clams,Summer
30,5/31/15,1.34,4329239.82,conventional,2015,Little Neck Clams,Summer
31,5/24/15,1.26,4661457.29,conventional,2015,Little Neck Clams,Summer
32,5/17/15,1.33,4094677.85,conventional,2015,Little Neck Clams,Summer
33,5/10/15,1.21,5498650.28,conventional,2015,Little Neck Clams,Summer
34,5/3/15,1.24,4597313.41,conventional,2015,Little Neck Clams,Summer
35,4/26/15,1.36,3646363.66,conventional,2015,Little Neck Clams,Spring
36,4/19/15,1.31,3786141.18,conventional,2015,Little Neck Clams,Spring
37,4/12/15,1.33,3203213.09,conventional,2015,Little Neck Clams,Spring
38,4/5/15,1.34,3467770.71,conventional,2015,Little Neck Clams,Spring
39,3/29/15,1.26,3497026.98,conventional,2015,Little Neck Clams,Spring
40,3/22/15,1.22,3520408.65,conventional,2015,Little Neck Clams,Spring
41,3/15/15,1.34,3135991.73,conventional,2015,Little Neck Clams,Spring
42,3/8/15,1.27,3250832.53,conventional,2015,Little Neck Clams,Spring
43,3/1/15,1.15,3780455.44,conventional,2015,Little Neck Clams,Spring
44,2/22/15,1.29,3042447.03,conventional,2015,Little Neck Clams,Spring
45,2/15/15,1.29,2983695.9,conventional,2015,Little Neck Clams,Spring
46,2/8/15,1.09,4457049.41,conventional,2015,Little Neck Clams,Spring
47,2/1/15,1.23,4298883.17,conventional,2015,Little Neck Clams,Spring
48,1/25/15,1.27,3238501.89,conventional,2015,Little Neck Clams,Winter
49,1/18/15,1.32,3066789.62,conventional,2015,Little Neck Clams,Winter
50,1/11/15,1.28,3056024.77,conventional,2015,Little Neck Clams,Winter
51,1/4/15,1.09,3759282.62,conventional,2015,Little Neck Clams,Winter
0,12/27/15,0.49,1137707.43,conventional,2015,Roast Chicken,Winter
1,12/20/15,0.53,1097224.25,conventional,2015,Roast Chicken,Winter
2,12/13/15,0.66,907470.09,conventional,2015,Roast Chicken,Winter
3,12/6/15,0.56,1105500.34,conventional,2015,Roast Chicken,Winter
4,11/29/15,0.75,724915.6,conventional,2015,Roast Chicken,Winter
5,11/22/15,0.77,737834.48,conventional,2015,Roast Chicken,Winter
6,11/15/15,0.62,1010132.49,conventional,2015,Roast Chicken,Winter
7,11/8/15,0.6,1102271.52,conventional,2015,Roast Chicken,Winter
8,11/1/15,0.71,907452.21,conventional,2015,Roast Chicken,Winter
9,10/25/15,0.83,761261.71,conventional,2015,Roast Chicken,Autumn
10,10/18/15,0.65,1094731.43,conventional,2015,Roast Chicken,Autumn
11,10/11/15,0.89,795732.52,conventional,2015,Roast Chicken,Autumn
12,10/4/15,0.89,726095.5,conventional,2015,Roast Chicken,Autumn
13,9/27/15,0.91,664201.67,conventional,2015,Roast Chicken,Autumn
14,9/20/15,0.71,892151.19,conventional,2015,Roast Chicken,Autumn
15,9/13/15,0.71,1100901.69,conventional,2015,Roast Chicken,Autumn
16,9/6/15,0.58,1390417.77,conventional,2015,Roast Chicken,Autumn
17,8/30/15,0.74,939785.74,conventional,2015,Roast Chicken,Autumn
18,8/23/15,0.78,873856.52,conventional,2015,Roast Chicken,Autumn
19,8/16/15,0.66,1203149.94,conventional,2015,Roast Chicken,Autumn
20,8/9/15,0.79,981975.08,conventional,2015,Roast Chicken,Autumn
21,8/2/15,0.78,946868.0,conventional,2015,Roast Chicken,Autumn
22,7/26/15,0.77,903242.22,conventional,2015,Roast Chicken,Summer
23,7/19/15,0.76,928600.19,conventional,2015,Roast Chicken,Summer
24,7/12/15,0.7,1015567.49,conventional,2015,Roast Chicken,Summer
25,7/5/15,0.56,1456835.79,conventional,2015,Roast Chicken,Summer
26,6/28/15,0.7,955510.57,conventional,2015,Roast Chicken,Summer
27,6/21/15,0.54,1343180.92,conventional,2015,Roast Chicken,Summer
28,6/14/15,0.53,1353850.06,conventional,2015,Roast Chicken,Summer
29,6/7/15,0.52,1457359.83,conventional,2015,Roast Chicken,Summer
30,5/31/15,0.56,1282095.88,conventional,2015,Roast Chicken,Summer
31,5/24/15,0.58,1261540.03,conventional,2015,Roast Chicken,Summer
32,5/17/15,0.67,1013049.67,conventional,2015,Roast Chicken,Summer
33,5/10/15,0.67,1072300.38,conventional,2015,Roast Chicken,Summer
34,5/3/15,0.6,1268607.36,conventional,2015,Roast Chicken,Summer
35,4/26/15,0.53,1272428.72,conventional,2015,Roast Chicken,Spring
36,4/19/15,0.51,1366844.88,conventional,2015,Roast Chicken,Spring
37,4/12/15,0.66,1019280.57,conventional,2015,Roast Chicken,Spring
38,4/5/15,0.57,1320320.85,conventional,2015,Roast Chicken,Spring
39,3/29/15,0.57,1231267.27,conventional,2015,Roast Chicken,Spring
40,3/22/15,0.71,1089117.0,conventional,2015,Roast Chicken,Spring
41,3/15/15,0.6,1326720.8,conventional,2015,Roast Chicken,Spring
42,3/8/15,0.72,1042159.49,conventional,2015,Roast Chicken,Spring
43,3/1/15,0.7,1031351.33,conventional,2015,Roast Chicken,Spring
44,2/22/15,0.63,1163115.49,conventional,2015,Roast Chicken,Spring
45,2/15/15,0.6,1159509.68,conventional,2015,Roast Chicken,Spring
46,2/8/15,0.64,1151157.44,conventional,2015,Roast Chicken,Spring
47,2/1/15,0.56,1544750.92,conventional,2015,Roast Chicken,Spring
48,1/25/15,0.61,1233503.27,conventional,2015,Roast Chicken,Winter
49,1/18/15,0.67,1088608.66,conventional,2015,Roast Chicken,Winter
50,1/11/15,0.61,1110753.05,conventional,2015,Roast Chicken,Winter
51,1/4/15,0.65,1048062.16,conventional,2015,Roast Chicken,Winter
0,12/27/15,1.1,1306923.23,conventional,2015,Cape Cod Oysters,Winter
1,12/20/15,1.13,1139861.64,conventional,2015,Cape Cod Oysters,Winter
2,12/13/15,1.02,1472501.13,conventional,2015,Cape Cod Oysters,Winter
3,12/6/15,1.08,1245289.61,conventional,2015,Cape Cod Oysters,Winter
4,11/29/15,1.11,1099646.06,conventional,2015,Cape Cod Oysters,Winter
5,11/22/15,1.1,1281613.28,conventional,2015,Cape Cod Oysters,Winter
6,11/15/15,1.09,1294866.75,conventional,2015,Cape Cod Oysters,Winter
7,11/8/15,1.12,1285586.97,conventional,2015,Cape Cod Oysters,Winter
8,11/1/15,1.12,1350091.82,conventional,2015,Cape Cod Oysters,Winter
9,10/25/15,1.11,1411354.54,conventional,2015,Cape Cod Oysters,Autumn
10,10/18/15,1.12,1368887.69,conventional,2015,Cape Cod Oysters,Autumn
11,10/11/15,1.05,1560845.55,conventional,2015,Cape Cod Oysters,Autumn
12,10/4/15,1.14,1309245.88,conventional,2015,Cape Cod Oysters,Autumn
13,9/27/15,0.99,1542657.96,conventional,2015,Cape Cod Oysters,Autumn
14,9/20/15,1.16,1386951.96,conventional,2015,Cape Cod Oysters,Autumn
15,9/13/15,1.13,1526985.3,conventional,2015,Cape Cod Oysters,Autumn
16,9/6/15,1.12,1714650.22,conventional,2015,Cape Cod Oysters,Autumn
17,8/30/15,1.13,1481150.17,conventional,2015,Cape Cod Oysters,Autumn
18,8/23/15,1.06,1731574.98,conventional,2015,Cape Cod Oysters,Autumn
19,8/16/15,1.08,1727851.85,conventional,2015,Cape Cod Oysters,Autumn
20,8/9/15,1.14,1605913.77,conventional,2015,Cape Cod Oysters,Autumn
21,8/2/15,1.13,1593031.18,conventional,2015,Cape Cod Oysters,Autumn
22,7/26/15,1.04,1844887.26,conventional,2015,Cape Cod Oysters,Summer
23,7/19/15,1.09,1701986.81,conventional,2015,Cape Cod Oysters,Summer
24,7/12/15,1.07,1808842.07,conventional,2015,Cape Cod Oysters,Summer
25,7/5/15,1.06,1988311.9,conventional,2015,Cape Cod Oysters,Summer
26,6/28/15,1.08,1826182.48,conventional,2015,Cape Cod Oysters,Summer
27,6/21/15,1.08,1921720.44,conventional,2015,Cape Cod Oysters,Summer
28,6/14/15,1.06,1974806.07,conventional,2015,Cape Cod Oysters,Summer
29,6/7/15,1.04,2026464.23,conventional,2015,Cape Cod Oysters,Summer
30,5/31/15,1.09,1853451.18,conventional,2015,Cape Cod Oysters,Summer
31,5/24/15,1.03,2026639.78,conventional,2015,Cape Cod Oysters,Summer
32,5/17/15,1.06,1966712.28,conventional,2015,Cape Cod Oysters,Summer
33,5/10/15,1.03,2105831.09,conventional,2015,Cape Cod Oysters,Summer
34,5/3/15,1.01,2333238.9,conventional,2015,Cape Cod Oysters,Summer
35,4/26/15,1.13,1787071.74,conventional,2015,Cape Cod Oysters,Spring
36,4/19/15,1.12,1801956.87,conventional,2015,Cape Cod Oysters,Spring
37,4/12/15,0.97,2160085.64,conventional,2015,Cape Cod Oysters,Spring
38,4/5/15,1.13,1668243.39,conventional,2015,Cape Cod Oysters,Spring
39,3/29/15,1.08,1657404.68,conventional,2015,Cape Cod Oysters,Spring
40,3/22/15,1.09,1651115.09,conventional,2015,Cape Cod Oysters,Spring
41,3/15/15,1.1,1590080.35,conventional,2015,Cape Cod Oysters,Spring
42,3/8/15,1.11,1531085.64,conventional,2015,Cape Cod Oysters,Spring
