dish,date,confirmed_so_far,rank,Continent
Crab meat cocktail,1842-01-01,720,4.0,Seafood
Anchovies and Mustard,1842-01-01,1,109.0,Seafood
Family Halibut Steak,1842-01-01,1,110.0,SteakSeafood
Chicken Cream,1842-01-01,1,111.0,Chicken
Chicken Cream for Two,1842-01-01,1,112.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1842-01-01,1,113.0,SteakSeafood
"Steak Minute, Fifth Avenue",1842-01-01,1,114.0,SteakSeafood
Hamburger Steak,1842-01-01,1,115.0,Steak
Chicken Pot Pie,1842-01-01,1,116.0,Chicken
Chicken Noodle,1842-01-01,1,117.0,Chicken
Broiled Striped Bass,1842-01-01,1,118.0,Seafood
Chicken Bologne,1842-01-01,1,119.0,Chicken
Brazzlian steak and seafood,1842-01-01,1,120.0,SteakSeafood
Lobster and Steak,1842-01-01,1,121.0,SteakSeafood
Caviar Sandwich,1842-01-01,1,122.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1842-01-01,329,11.0,Seafood
"Chicken Broth, Bellevue Per Cup",1842-01-01,1,123.0,Chicken
Lobster Cream with Whole Chicken,1842-01-01,1,124.0,SteakChickenSeafood
Broiled Sirloin Steak,1842-01-01,1,125.0,Steak
"Lobster, Newburg",1842-01-01,1,126.0,SteakSeafood
Crab Meat Cocktail,1842-01-01,1,127.0,SteakSeafood
Bebinca,1842-01-01,1,128.0,
Healy's Special Individual Chicken Pie,1842-01-01,1,129.0,Chicken
Lobster Mayonnaise,1842-01-01,1,130.0,Seafood
Crab Legs,1842-01-01,1,131.0,Seafood
Chicken A La King with Clams,1842-01-01,1,132.0,SteakChickenSeafood
Sirloin Steak with Onions,1842-01-01,1,133.0,Steak
Cream of Mushroom with Chicken and Mussels App,1842-01-01,1,134.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1842-01-01,1,135.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1842-01-01,1,136.0,SeafoodChicken
"Salad, Lobster",1842-01-01,1,137.0,Seafood
Half Chicken,1842-01-01,1,138.0,Chicken
Half Broiled Chicken,1842-01-01,1,139.0,Chicken
Fresh Caviar,1842-01-01,1,140.0,Seafood
Chicken A La Maryland,1842-01-01,1,141.0,Chicken
Little Neck Clams,1842-01-01,1,142.0,Seafood
Blue Point Oysters,1842-01-01,1,143.0,SteakSeafood
Extra Sirloin Steak,1842-01-01,1,144.0,Steak
Small Steak,1842-01-01,1,145.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1842-01-01,1,146.0,SteakChickenSeafood
Chicken-fried Steak,1842-01-01,1,147.0,Chicken
Healey's Special Individual Chicken Pie,1842-01-01,1,148.0,SteakSeafood
Pan Roast Oysters,1842-01-01,1,149.0,Seafood
Fresh Lobster Cocktail and Steak,1842-01-01,1,150.0,SteakSeafood
Broiled Squab Chicken (half),1842-01-01,1,151.0,Chicken
Steak and Oyster Cream,1842-01-01,1,152.0,SteakSeafood
Deviled Lobster,1842-01-01,1,153.0,SteakSeafood
Bordeaux Sardines,1842-01-01,720,5.0,Seafood
Chicken Cream,1842-01-01,1,154.0,Chicken
Chicken Noodle Soup,1842-01-01,1,155.0,Chicken
Chicken Halibut Steak,1842-01-01,1,156.0,SteakChickenSeafood
Clam Chowder and Steak,1842-01-01,1,157.0,SteakSeafood
Salman Steak,1842-01-01,1,158.0,SteakSeafood
Boneless Catfish Fillet,1842-01-01,1,159.0,SteakSeafood
Chicken Broth,1842-01-01,1,160.0,Chicken
Canape De Caviar,1842-01-01,1,161.0,Seafood
Mackeral Steak,1842-01-01,1,162.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1842-01-01,1,163.0,SeafoodChicken
Chicken Nachos,1842-01-01,1,164.0,Chicken
Chicken Salad Wrap,1842-01-01,1,165.0,Chicken
Omelette,1842-01-01,720,6.0,
Ambassador Cup,1842-01-01,1,166.0,Seafood
Halibut Steak for Two,1842-01-01,1,167.0,SteakSeafood
Boneless Sardines,1842-01-01,1068,2.0,Seafood
Pancakes,1842-01-01,1,168.0,
Steak and Lobster,1842-01-01,1,169.0,SteakSeafood
Venison Steak,1842-01-01,1,170.0,Steak
Codfish with Mushroom Soup,1842-01-01,1,171.0,SteakSeafood
Lobster Cocktail,1842-01-01,1,172.0,Seafood
Tenderloin Steak,1842-01-01,551,9.0,Steak
Clam Chowder and Halibut Steak,1842-01-01,1,173.0,SteakSeafood
Chicken Liver,1842-01-01,1,174.0,Chicken
"Crab meat with Lettuce, Special Dressing",1842-01-01,1,175.0,Seafood
Squab Chicken,1842-01-01,1,176.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1842-01-01,1,177.0,SeafoodChicken
Clam Stew with Milk,1842-01-01,1,178.0,Seafood
Halibut Steak with Wings,1842-01-01,1,179.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1842-01-01,1,180.0,SeafoodChicken
Cold Lobster,1842-01-01,551,10.0,Seafood
Soft Drink,1842-01-01,1,181.0,
Steamed Hard Clams,1842-01-01,1,182.0,SteakSeafood
Squab Chicken and Malossol Caviar,1842-01-01,1,183.0,SteakSeafood
Crab Meat,1843-01-01,1,14.0,Seafood
Chicken Ferrego,1843-01-01,1,15.0,Chicken
Family Halibut Delight,1843-01-01,1,16.0,SteakSeafood
Yum Yum Chicken,1843-01-01,1,17.0,Chicken
Steak and Crab,1843-01-01,1,18.0,SteakSeafood
"Beefsteak, Broiled",1843-01-01,1,19.0,Steak
Salmon Steak with Chicken Wings,1843-01-01,1,20.0,SeafoodChicken
Chicken Fajita,1843-01-01,1,21.0,Chicken
Fusilli with Octopus,1843-01-01,856,4.0,SteakChickenSeafood
Strip bacon with Chicken,1843-01-01,1,22.0,Chicken
Chicken Fried Steak Sandwich,1843-01-01,1,23.0,Chicken
Oyster Pan Roast,1843-01-01,1,24.0,Seafood
Cream of Trout,1843-01-01,1,25.0,Seafood
Tenderloin Steak with Mushrooms,1843-01-01,1,26.0,Steak
Chicken Fajita and Salad,1843-01-01,1,27.0,Chicken
Chicken Curry,1843-01-01,1,28.0,Chicken
Sirloin Steak with Mushrooms,1843-01-01,1,29.0,Steak
Halibut Steak,1843-01-01,1,30.0,SteakSeafood
Escargo,1843-01-01,1,31.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,32.0,SeafoodChicken
Soft Drink with Chicken,1843-01-01,1,33.0,Chicken
"Cream of Eye, Catfish",1843-01-01,1,34.0,SteakSeafood
Clam Chowder,1843-01-01,1,35.0,SeafoodChicken
Trout Milk,1843-01-01,1,36.0,Seafood
Half Pound Wings,1843-01-01,1,37.0,Chicken
Fried Scallops,1843-01-01,1,38.0,SteakSeafood
Seabass Beer and Steak,1843-01-01,1,39.0,SteakSeafood
Crab Meat Salad,1843-01-01,1,40.0,SteakSeafood
Sushi,1843-01-01,1,41.0,Seafood
Milk Fed Chicken,1843-01-01,1,42.0,SteakSeafood
Porterhouse Steak,1843-01-01,329,12.0,Steak
Stripped Bass,1843-01-01,1,43.0,SteakSeafood
Broiled Oysters,1843-01-01,1,44.0,SteakSeafood
"Half n half, lobster and chicken special",1843-01-01,1,45.0,SeafoodChicken
Clams,1843-01-01,4989,1.0,Seafood
"Chicken Soup, Lobster Dinner",1843-01-01,1,46.0,SeafoodChicken
Crab Flake Salad,1843-01-01,1,47.0,SteakSeafood
Cold Brew,1843-01-01,1,48.0,
Latte,1843-01-01,1,49.0,
Bone Sirloin Steak,1843-01-01,1,50.0,Steak
Machiatto,1843-01-01,1,51.0,
Omelette With Chicken Livers,1843-01-01,1,52.0,Chicken
Salisbury Steak,1843-01-01,1,53.0,Steak
Chicken Mayonnaise,1843-01-01,1,54.0,Chicken
Adam's Brew,1843-01-01,1,55.0,
Chicken Fricassee,1843-01-01,1,56.0,Chicken
"Halibut House, Picanhe Steak",1843-01-01,1,57.0,SteakSeafood
Reindeer Steak,1843-01-01,1,58.0,Steak
Beef Steak,1843-01-01,1,59.0,Steak
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,60.0,SeafoodChicken
Party Size Mussels and Shrimp,1843-01-01,1,61.0,SteakSeafood
"Steak, Gerostet",1843-01-01,1,62.0,Steak
Cream,1843-01-01,1,63.0,SteakSeafood
Chicken Teriyaki,1843-01-01,1,64.0,Chicken
Ginger Ale,1843-01-01,1,65.0,
Clam Stew,1843-01-01,1,66.0,SteakSeafood
Cream Soup with Fish,1843-01-01,1,67.0,SteakChickenSeafood
Chicken Fried,1843-01-01,1,68.0,Chicken
Chicken Sandwich,1843-01-01,720,9.0,Chicken
Smoked Salmon and Pulled Beef,1843-01-01,1,69.0,SteakSeafood
Roast Chicken,1843-01-01,1,70.0,Chicken
Chicken And Ham Pie,1843-01-01,1,71.0,Chicken
Imported Sardines,1843-01-01,1,72.0,SteakSeafood
Chicken Okra Soup,1843-01-01,1,73.0,Chicken
Rump Steak,1843-01-01,1,74.0,Steak
Sirloin Steak for 2,1843-01-01,1,75.0,Steak
Shashimi,1843-01-01,1,76.0,SteakSeafood
Boneless Catfish Fillet for two,1843-01-01,1,77.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,78.0,SeafoodChicken
Minute Steak,1843-01-01,1,79.0,Steak
Cola,1843-01-01,1,80.0,
Steak Minute,1843-01-01,1,81.0,Steak
Chicken Parmesan,1843-01-01,1,82.0,Chicken
Wings and Beer Deal,1843-01-01,1,83.0,Chicken
Clam Chowder and bread,1843-01-01,1,84.0,Seafood
Fried Oyster Crabs,1843-01-01,1,85.0,Seafood
Cape Cod Oysters,1843-01-01,1,86.0,Seafood
Trout Saute,1843-01-01,1,87.0,Seafood
Sliced Chicken Sandwich,1843-01-01,1,88.0,Chicken
Clam Fry,1843-01-01,1,89.0,Seafood
Roast Chicken,1843-01-01,1,90.0,Chicken
Ham Steak,1843-01-01,1,91.0,Steak
Imported Caviar,1843-01-01,856,5.0,Seafood
Broiled Hamburg Chicken,1843-01-01,1,92.0,Seafood
Clam Broth in Cup,1843-01-01,1,93.0,Seafood
Salmon Steak,1843-01-01,1,94.0,SteakSeafood
Surf and Turf,1843-01-01,1,95.0,SteakChickenSeafood
Oyster Au Gratin,1843-01-01,720,10.0,Seafood
Plaintain,1843-01-01,1,96.0,
Fresh Beluga Caviar,1843-01-01,1,97.0,Seafood
Canape Caviar,1843-01-01,1,98.0,Seafood
Chicken Omelette,1843-01-01,1,99.0,Chicken
Lobster Roll,1843-01-01,1,100.0,Seafood
Small Tenderloin Steak,1843-01-01,1,101.0,SteakSeafood
Curried Crab Meat with Rice,1843-01-01,1,102.0,SteakSeafood
Oyster's A La Poulette,1843-01-01,1,103.0,SteakSeafood
Chicken Soup,1843-01-01,1,104.0,Chicken
Chicken with Rice,1843-01-01,1,105.0,Chicken
Barbeque Chicken,1843-01-01,1,106.0,Chicken
Beef Minute Steak and Sardines,1843-01-01,1,107.0,SteakSeafood
Cream and Mushroom,1843-01-01,1,108.0,SteakSeafood
Crab meat cocktail,1843-01-01,856,6.0,Seafood
Anchovies and Mustard,1843-01-01,1,109.0,Seafood
Family Halibut Steak,1843-01-01,1,110.0,SteakSeafood
Chicken Cream,1843-01-01,1,111.0,Chicken
Chicken Cream for Two,1843-01-01,1,112.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1843-01-01,1,113.0,SteakSeafood
"Steak Minute, Fifth Avenue",1843-01-01,1,114.0,SteakSeafood
Hamburger Steak,1843-01-01,1,115.0,Steak
Chicken Pot Pie,1843-01-01,1,116.0,Chicken
Chicken Noodle,1843-01-01,1,117.0,Chicken
Broiled Striped Bass,1843-01-01,1,118.0,Seafood
Chicken Bologne,1843-01-01,1,119.0,Chicken
Brazzlian steak and seafood,1843-01-01,1,120.0,SteakSeafood
Lobster and Steak,1843-01-01,1,121.0,SteakSeafood
Caviar Sandwich,1843-01-01,1,122.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1843-01-01,329,13.0,Seafood
"Chicken Broth, Bellevue Per Cup",1843-01-01,1,123.0,Chicken
Lobster Cream with Whole Chicken,1843-01-01,1,124.0,SteakChickenSeafood
Broiled Sirloin Steak,1843-01-01,1,125.0,Steak
"Lobster, Newburg",1843-01-01,1,126.0,SteakSeafood
Crab Meat Cocktail,1843-01-01,1,127.0,SteakSeafood
Bebinca,1843-01-01,1,128.0,
Healy's Special Individual Chicken Pie,1843-01-01,1,129.0,Chicken
Lobster Mayonnaise,1843-01-01,1,130.0,Seafood
Crab Legs,1843-01-01,1,131.0,Seafood
Chicken A La King with Clams,1843-01-01,1,132.0,SteakChickenSeafood
Sirloin Steak with Onions,1843-01-01,1,133.0,Steak
Cream of Mushroom with Chicken and Mussels App,1843-01-01,1,134.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,135.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1843-01-01,1,136.0,SeafoodChicken
"Salad, Lobster",1843-01-01,1,137.0,Seafood
Half Chicken,1843-01-01,1,138.0,Chicken
Half Broiled Chicken,1843-01-01,1,139.0,Chicken
Fresh Caviar,1843-01-01,1,140.0,Seafood
Chicken A La Maryland,1843-01-01,1,141.0,Chicken
Little Neck Clams,1843-01-01,1,142.0,Seafood
Blue Point Oysters,1843-01-01,1,143.0,SteakSeafood
Extra Sirloin Steak,1843-01-01,1,144.0,Steak
Small Steak,1843-01-01,1,145.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1843-01-01,1,146.0,SteakChickenSeafood
Chicken-fried Steak,1843-01-01,1,147.0,Chicken
Healey's Special Individual Chicken Pie,1843-01-01,1,148.0,SteakSeafood
Pan Roast Oysters,1843-01-01,1,149.0,Seafood
Fresh Lobster Cocktail and Steak,1843-01-01,1,150.0,SteakSeafood
Broiled Squab Chicken (half),1843-01-01,1,151.0,Chicken
Steak and Oyster Cream,1843-01-01,1,152.0,SteakSeafood
Deviled Lobster,1843-01-01,1,153.0,SteakSeafood
Bordeaux Sardines,1843-01-01,856,7.0,Seafood
Chicken Cream,1843-01-01,1,154.0,Chicken
Chicken Noodle Soup,1843-01-01,1,155.0,Chicken
Chicken Halibut Steak,1843-01-01,1,156.0,SteakChickenSeafood
Clam Chowder and Steak,1843-01-01,1,157.0,SteakSeafood
Salman Steak,1843-01-01,1,158.0,SteakSeafood
Boneless Catfish Fillet,1843-01-01,1,159.0,SteakSeafood
Chicken Broth,1843-01-01,1,160.0,Chicken
Canape De Caviar,1843-01-01,1,161.0,Seafood
Mackeral Steak,1843-01-01,1,162.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,163.0,SeafoodChicken
Chicken Nachos,1843-01-01,1,164.0,Chicken
Chicken Salad Wrap,1843-01-01,1,165.0,Chicken
Omelette,1843-01-01,856,8.0,
Ambassador Cup,1843-01-01,1,166.0,Seafood
Halibut Steak for Two,1843-01-01,1,167.0,SteakSeafood
Boneless Sardines,1843-01-01,1230,2.0,Seafood
Pancakes,1843-01-01,1,168.0,
Steak and Lobster,1843-01-01,1,169.0,SteakSeafood
Venison Steak,1843-01-01,1,170.0,Steak
Codfish with Mushroom Soup,1843-01-01,1,171.0,SteakSeafood
Lobster Cocktail,1843-01-01,1,172.0,Seafood
Tenderloin Steak,1843-01-01,970,3.0,Steak
Clam Chowder and Halibut Steak,1843-01-01,1,173.0,SteakSeafood
Chicken Liver,1843-01-01,1,174.0,Chicken
"Crab meat with Lettuce, Special Dressing",1843-01-01,1,175.0,Seafood
Squab Chicken,1843-01-01,1,176.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,177.0,SeafoodChicken
Clam Stew with Milk,1843-01-01,1,178.0,Seafood
Halibut Steak with Wings,1843-01-01,1,179.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1843-01-01,1,180.0,SeafoodChicken
Cold Lobster,1843-01-01,551,11.0,Seafood
Soft Drink,1843-01-01,1,181.0,
Steamed Hard Clams,1843-01-01,1,182.0,SteakSeafood
Squab Chicken and Malossol Caviar,1843-01-01,1,183.0,SteakSeafood
Crab Meat,1844-01-01,1,17.0,Seafood
Chicken Ferrego,1844-01-01,1,18.0,Chicken
Family Halibut Delight,1844-01-01,1,19.0,SteakSeafood
Yum Yum Chicken,1844-01-01,1,20.0,Chicken
Steak and Crab,1844-01-01,1,21.0,SteakSeafood
"Beefsteak, Broiled",1844-01-01,1,22.0,Steak
Salmon Steak with Chicken Wings,1844-01-01,1,23.0,SeafoodChicken
Chicken Fajita,1844-01-01,1,24.0,Chicken
Fusilli with Octopus,1844-01-01,970,3.0,SteakChickenSeafood
Strip bacon with Chicken,1844-01-01,1,25.0,Chicken
Chicken Fried Steak Sandwich,1844-01-01,1,26.0,Chicken
Oyster Pan Roast,1844-01-01,1,27.0,Seafood
Cream of Trout,1844-01-01,1,28.0,Seafood
Tenderloin Steak with Mushrooms,1844-01-01,1,29.0,Steak
Chicken Fajita and Salad,1844-01-01,1,30.0,Chicken
Chicken Curry,1844-01-01,1,31.0,Chicken
Sirloin Steak with Mushrooms,1844-01-01,1,32.0,Steak
Halibut Steak,1844-01-01,1,33.0,SteakSeafood
Escargo,1844-01-01,1,34.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,35.0,SeafoodChicken
Soft Drink with Chicken,1844-01-01,1,36.0,Chicken
"Cream of Eye, Catfish",1844-01-01,1,37.0,SteakSeafood
Clam Chowder,1844-01-01,1,38.0,SeafoodChicken
Trout Milk,1844-01-01,1,39.0,Seafood
Half Pound Wings,1844-01-01,1,40.0,Chicken
Fried Scallops,1844-01-01,1,41.0,SteakSeafood
Seabass Beer and Steak,1844-01-01,1,42.0,SteakSeafood
Crab Meat Salad,1844-01-01,1,43.0,SteakSeafood
Sushi,1844-01-01,329,12.0,Seafood
Milk Fed Chicken,1844-01-01,1,44.0,SteakSeafood
Porterhouse Steak,1844-01-01,329,13.0,Steak
Stripped Bass,1844-01-01,1,45.0,SteakSeafood
Broiled Oysters,1844-01-01,1,46.0,SteakSeafood
"Half n half, lobster and chicken special",1844-01-01,1,47.0,SeafoodChicken
Clams,1844-01-01,5217,1.0,Seafood
"Chicken Soup, Lobster Dinner",1844-01-01,1,48.0,SeafoodChicken
Crab Flake Salad,1844-01-01,1,49.0,SteakSeafood
Cold Brew,1844-01-01,1,50.0,
Latte,1844-01-01,1,51.0,
Bone Sirloin Steak,1844-01-01,1,52.0,Steak
Machiatto,1844-01-01,1,53.0,
Omelette With Chicken Livers,1844-01-01,1,54.0,Chicken
Salisbury Steak,1844-01-01,1,55.0,Steak
Chicken Mayonnaise,1844-01-01,1,56.0,Chicken
Adam's Brew,1844-01-01,1,57.0,
Chicken Fricassee,1844-01-01,1,58.0,Chicken
"Halibut House, Picanhe Steak",1844-01-01,1,59.0,SteakSeafood
Reindeer Steak,1844-01-01,1,60.0,Steak
Beef Steak,1844-01-01,1,61.0,Steak
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,62.0,SeafoodChicken
Party Size Mussels and Shrimp,1844-01-01,1,63.0,SteakSeafood
"Steak, Gerostet",1844-01-01,1,64.0,Steak
Cream,1844-01-01,1,65.0,SteakSeafood
Chicken Teriyaki,1844-01-01,1,66.0,Chicken
Ginger Ale,1844-01-01,1,67.0,
Clam Stew,1844-01-01,1,68.0,SteakSeafood
Cream Soup with Fish,1844-01-01,1,69.0,SteakChickenSeafood
Chicken Fried,1844-01-01,1,70.0,Chicken
Chicken Sandwich,1844-01-01,720,10.0,Chicken
Smoked Salmon and Pulled Beef,1844-01-01,1,71.0,SteakSeafood
Roast Chicken,1844-01-01,1,72.0,Chicken
Chicken And Ham Pie,1844-01-01,329,14.0,Chicken
Imported Sardines,1844-01-01,1,73.0,SteakSeafood
Chicken Okra Soup,1844-01-01,1,74.0,Chicken
Rump Steak,1844-01-01,1,75.0,Steak
Sirloin Steak for 2,1844-01-01,1,76.0,Steak
Shashimi,1844-01-01,1,77.0,SteakSeafood
Boneless Catfish Fillet for two,1844-01-01,1,78.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,79.0,SeafoodChicken
Minute Steak,1844-01-01,1,80.0,Steak
Cola,1844-01-01,1,81.0,
Steak Minute,1844-01-01,1,82.0,Steak
Chicken Parmesan,1844-01-01,1,83.0,Chicken
Wings and Beer Deal,1844-01-01,1,84.0,Chicken
Clam Chowder and bread,1844-01-01,1,85.0,Seafood
Fried Oyster Crabs,1844-01-01,1,86.0,Seafood
Cape Cod Oysters,1844-01-01,1,87.0,Seafood
Trout Saute,1844-01-01,1,88.0,Seafood
Sliced Chicken Sandwich,1844-01-01,1,89.0,Chicken
Clam Fry,1844-01-01,1,90.0,Seafood
Roast Chicken,1844-01-01,1,91.0,Chicken
Ham Steak,1844-01-01,1,92.0,Steak
Imported Caviar,1844-01-01,856,7.0,Seafood
Broiled Hamburg Chicken,1844-01-01,1,93.0,Seafood
Clam Broth in Cup,1844-01-01,1,94.0,Seafood
Salmon Steak,1844-01-01,1,95.0,SteakSeafood
Surf and Turf,1844-01-01,1,96.0,SteakChickenSeafood
Oyster Au Gratin,1844-01-01,856,8.0,Seafood
Plaintain,1844-01-01,1,97.0,
Fresh Beluga Caviar,1844-01-01,1,98.0,Seafood
Canape Caviar,1844-01-01,1,99.0,Seafood
Chicken Omelette,1844-01-01,1,100.0,Chicken
Lobster Roll,1844-01-01,1,101.0,Seafood
Small Tenderloin Steak,1844-01-01,1,102.0,SteakSeafood
Curried Crab Meat with Rice,1844-01-01,1,103.0,SteakSeafood
Oyster's A La Poulette,1844-01-01,1,104.0,SteakSeafood
Chicken Soup,1844-01-01,1,105.0,Chicken
Chicken with Rice,1844-01-01,1,106.0,Chicken
Barbeque Chicken,1844-01-01,1,107.0,Chicken
Beef Minute Steak and Sardines,1844-01-01,1,108.0,SteakSeafood
Cream and Mushroom,1844-01-01,1,109.0,SteakSeafood
Crab meat cocktail,1844-01-01,856,9.0,Seafood
Anchovies and Mustard,1844-01-01,1,110.0,Seafood
Family Halibut Steak,1844-01-01,1,111.0,SteakSeafood
Chicken Cream,1844-01-01,1,112.0,Chicken
Chicken Cream for Two,1844-01-01,1,113.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1844-01-01,1,114.0,SteakSeafood
"Steak Minute, Fifth Avenue",1844-01-01,1,115.0,SteakSeafood
Hamburger Steak,1844-01-01,1,116.0,Steak
Chicken Pot Pie,1844-01-01,1,117.0,Chicken
Chicken Noodle,1844-01-01,1,118.0,Chicken
Broiled Striped Bass,1844-01-01,1,119.0,Seafood
Chicken Bologne,1844-01-01,1,120.0,Chicken
Brazzlian steak and seafood,1844-01-01,1,121.0,SteakSeafood
Lobster and Steak,1844-01-01,1,122.0,SteakSeafood
Caviar Sandwich,1844-01-01,1,123.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1844-01-01,329,15.0,Seafood
"Chicken Broth, Bellevue Per Cup",1844-01-01,1,124.0,Chicken
Lobster Cream with Whole Chicken,1844-01-01,1,125.0,SteakChickenSeafood
Broiled Sirloin Steak,1844-01-01,1,126.0,Steak
"Lobster, Newburg",1844-01-01,1,127.0,SteakSeafood
Crab Meat Cocktail,1844-01-01,1,128.0,SteakSeafood
Bebinca,1844-01-01,1,129.0,
Healy's Special Individual Chicken Pie,1844-01-01,1,130.0,Chicken
Lobster Mayonnaise,1844-01-01,1,131.0,Seafood
Crab Legs,1844-01-01,1,132.0,Seafood
Chicken A La King with Clams,1844-01-01,1,133.0,SteakChickenSeafood
Sirloin Steak with Onions,1844-01-01,1,134.0,Steak
Cream of Mushroom with Chicken and Mussels App,1844-01-01,1,135.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,136.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1844-01-01,1,137.0,SeafoodChicken
"Salad, Lobster",1844-01-01,1,138.0,Seafood
Half Chicken,1844-01-01,1,139.0,Chicken
Half Broiled Chicken,1844-01-01,1,140.0,Chicken
Fresh Caviar,1844-01-01,1,141.0,Seafood
Chicken A La Maryland,1844-01-01,1,142.0,Chicken
Little Neck Clams,1844-01-01,1,143.0,Seafood
Blue Point Oysters,1844-01-01,1,144.0,SteakSeafood
Extra Sirloin Steak,1844-01-01,1,145.0,Steak
Small Steak,1844-01-01,1,146.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1844-01-01,1,147.0,SteakChickenSeafood
Chicken-fried Steak,1844-01-01,1,148.0,Chicken
Healey's Special Individual Chicken Pie,1844-01-01,1,149.0,SteakSeafood
Pan Roast Oysters,1844-01-01,1,150.0,Seafood
Fresh Lobster Cocktail and Steak,1844-01-01,1,151.0,SteakSeafood
Broiled Squab Chicken (half),1844-01-01,1,152.0,Chicken
Steak and Oyster Cream,1844-01-01,1,153.0,SteakSeafood
Deviled Lobster,1844-01-01,1,154.0,SteakSeafood
Bordeaux Sardines,1844-01-01,970,4.0,Seafood
Chicken Cream,1844-01-01,1,155.0,Chicken
Chicken Noodle Soup,1844-01-01,1,156.0,Chicken
Chicken Halibut Steak,1844-01-01,1,157.0,SteakChickenSeafood
Clam Chowder and Steak,1844-01-01,1,158.0,SteakSeafood
Salman Steak,1844-01-01,1,159.0,SteakSeafood
Boneless Catfish Fillet,1844-01-01,1,160.0,SteakSeafood
Chicken Broth,1844-01-01,1,161.0,Chicken
Canape De Caviar,1844-01-01,329,16.0,Seafood
Mackeral Steak,1844-01-01,1,162.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,163.0,SeafoodChicken
Chicken Nachos,1844-01-01,1,164.0,Chicken
Chicken Salad Wrap,1844-01-01,1,165.0,Chicken
Omelette,1844-01-01,970,5.0,
Ambassador Cup,1844-01-01,1,166.0,Seafood
Halibut Steak for Two,1844-01-01,1,167.0,SteakSeafood
Boneless Sardines,1844-01-01,1230,2.0,Seafood
Pancakes,1844-01-01,1,168.0,
Steak and Lobster,1844-01-01,1,169.0,SteakSeafood
Venison Steak,1844-01-01,1,170.0,Steak
Codfish with Mushroom Soup,1844-01-01,1,171.0,SteakSeafood
Lobster Cocktail,1844-01-01,1,172.0,Seafood
Tenderloin Steak,1844-01-01,970,6.0,Steak
Clam Chowder and Halibut Steak,1844-01-01,1,173.0,SteakSeafood
Chicken Liver,1844-01-01,1,174.0,Chicken
"Crab meat with Lettuce, Special Dressing",1844-01-01,1,175.0,Seafood
Squab Chicken,1844-01-01,1,176.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,177.0,SeafoodChicken
Clam Stew with Milk,1844-01-01,1,178.0,Seafood
Halibut Steak with Wings,1844-01-01,1,179.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1844-01-01,1,180.0,SeafoodChicken
Cold Lobster,1844-01-01,551,11.0,Seafood
Soft Drink,1844-01-01,1,181.0,
Steamed Hard Clams,1844-01-01,1,182.0,SteakSeafood
Squab Chicken and Malossol Caviar,1844-01-01,1,183.0,SteakSeafood
Crab Meat,1845-01-01,1,17.0,Seafood
Chicken Ferrego,1845-01-01,1,18.0,Chicken
Family Halibut Delight,1845-01-01,1,19.0,SteakSeafood
Yum Yum Chicken,1845-01-01,1,20.0,Chicken
Steak and Crab,1845-01-01,1,21.0,SteakSeafood
"Beefsteak, Broiled",1845-01-01,1,22.0,Steak
Salmon Steak with Chicken Wings,1845-01-01,1,23.0,SeafoodChicken
Chicken Fajita,1845-01-01,1,24.0,Chicken
Fusilli with Octopus,1845-01-01,970,6.0,SteakChickenSeafood
Strip bacon with Chicken,1845-01-01,1,25.0,Chicken
Chicken Fried Steak Sandwich,1845-01-01,1,26.0,Chicken
Oyster Pan Roast,1845-01-01,1,27.0,Seafood
Cream of Trout,1845-01-01,1,28.0,Seafood
